Index,Text
10,그니까 프로 환불 아니더라도 사는 보증 용금 아니다 수수료 원만 한다 해도 그거 하겠지만 그게 아닌 같으니 강호 에다 신고 하실 없어요 일단 제도로 찾아야 되겠겠네 이렇게 고렇 까지 하고 싶고요 하고 싶은데 사합니다 그때 부터 부탁 기장 있을 거고 그러니까 우선 저희 입장 있는 거든요 그게
11,장님 그런데 프로 환불 과정 프로 환불 드리죠 근데 애가 프로 되는 갖다가 부장 한테
12,이랑 막말 까요 아저씨 잘못 없고 환자 아저씨 한다고 그게 면서 서로 인생 잡지 이야기 하는 잖아요 그렇죠 그러면 서로 열릴 필요 없고 일단 법적 으로 하면 되는 일단 감가자 들은 가가 붙고 그이 감사 빠렸어 빠렸 들어갔는데 거기 원만 주겠다 돌려주겠다 그래 어디 가서도 납득 되겠습니까 바꿔놓고
13,그러니까 말씀 들으으니까 전산 비용 해서 깔끔하게 환불 받으시고 러시 아닙니까 굳이 이렇게 그런 데생 산디 여보세요
1,이러세요
2,지인 분들 까지 전부 확보 하였다고요 유포 할까 아니면 이대로 지워 드릴 까요 반갑습니다 말씀드리자면 지금 해외 있습니다 지금 해외 있거든요 해외 에는 솔직히 말씀드리겠습니다 유포 한테 피해 하나 없습니다 하지만 합의 보시겠다면 유포 하고 그냥 약속 지워 드리는 거지 합의 금액 이고 주는 즉시 바로 지워 드리겠습니다
3,의심 받을려고
4,주는 바로 금방 녹화 바로 지요 없는 거지 바로 그러고 어떻게 보내 왜러 합의 금액 주시 지우는 모습 영수증 찍어서 보여 드리겠습니다 지우는 약속 약속 대로 지는 진행 되는 거지 지금 말씀 해세요 합의 있습니까 없습니까 자른 남자 따서 길게 필요 없잖습니까 그냥
5,메일
6,여보세요
7,저희 핸드폰
8,
9,오리 수비
10,그게 무슨 말입 니까
11,전화번호 아신 잖아요
12,지인 분들 전부 알아낸 거지 전화번호 보고 그거 상관없습니다 그건 무슨 하는 니까
13,습관 당한 예요
14,있는 지인 분들 있습니다
15,그거 말고 그니까 그건 돌아보라고만 아신 예요 아니면은
16,전부 아는 엄마 전화 가호 까지 전부 있습니다
17,그니까 문자 메시지 라든가 그런 알레르기 있으고
18,
19,지금 말씀 주세요 어떻게 하실 건지 합의 보신다 아무 일도 없습니다 대로 그냥 삭제 드릴게요
20,높게 말씀 주시겠습니까 구매
21,지금 바로 입금 있구요 뱅킹 으로 하는 거지 그럼 계좌 번호 번호 보내 드리겠습니다 입금 하시고 연락 주시 확인 되는 대로 지우는 모습 집어서 보여 드릴지요 어떻게 있지요 잠시 일제 일단 계좌 번호 카프로 보내 드릴게요 일단 잠시 기다려 주세요
22,
1,뭐라구요 저희 스포츠 사무실 이구 저희 에서 지금 통장 개당 임대료 드리면서 통장 임대 받고 있으 신데요 혹시 기존 쓰시 통장 있으시다면 임대 하실 의향 있으십니까 나중 전화 드릴게요 지금 통화 불편하신 예요 지금 딱히 나와 있어가지고요 고객 러시 편한 시간대 번호 연락 시오
1,이런 모른 대요
2,그렇다고요 하시면 김재환 라는 고객 부탁 받고 저희 농협 오셨다고 하시는데요 고객 밀레 농협 통장 하고 주민 등록증 갖고 오셔서
3,대리
4,농협 통제 주민
5,주민 등식 갖고 왔다고 노릇 하는 대식 갖고 와요
6,김지환 지금 고객 부탁 으로 오셨다고 하시는데요
7,아니에요 그런데 욕심 와의 충전
8,통장 하고 그래 저걸 갖고 와요 주시
9,농협 통장 하고 주민 등록증 갖고 오셨거든요
10,근데 그거 아이 거기 법원 주세요 그거 그거
11,고객 께서 김정환 라는 전혀 모르는 분이잖아요 모르는 김재만 이나 전화 문자 통장 모르시고요
12,이야 이야기
13,잠시 허래 농협 통장 뭔가 되신 같은데요
14,그러네 지금 뭐라 그런 거야 와서 와서 뭐라
15,께서 고객 부탁 받고 저희 농협 오셨다고 하시는데 그럼 고객 맥매 대한 농협 통장 하고 주민 등록증 갖고 오셔서 대리 현금 출을 원하시는
16,주지 마자 주지 마게 아테 주지말자 웃긴 지금
17,글쎄 저희 지금 이상한 같은데 잠시 고객
18,
19,동남 으로 앉으세요 저쪽 입원 창고 의무 받으신 김재연 한테 흉감 믿으시고 심각해졌어요
20,이번 창구 일이 지금 남동 말씀 주세요
21,맞습니다 여보세요
22,거처 경찰 신고 해줘요 아니요 그거 시킨 없어요
23,임의 저희 경찰서 에서 지금 경찰서 지금 신고 드렸습니다
24,아유 감사합니다 아이고 고맙습니다
25,그리고 지금 이상한 지금 고객 께서 김재환 라는 전혀 모른다고 하시는데 그런데 일단 모르는 한테 어떻게 고객 통장 주민 등록증 까지
26,시간 하나 주실 겁니 까는 얘기 이럴 없는가매
27,오그 께서 최근 민정 록증 이나 여권 같은 분실 하신 적은
28,분신 한지 오래 됐어요 그냥 얘기 고요 언제 분실 하신 기억 나는데 되나 정도 되셨다는 말씀
29,그렇다면은 지금 맹인 수도 있으니까 일단 주환 갖고 오신 주민등록 번호 메모 놓은 있는데요 혹시 고객 으로 불러 드릴 니까 고객 께서 맞는지 한번 확인 주세요 성함 입금
30,주변 받습니다 매매
31,자리 불러 드리겠습니다 습니까
32,아닌데요 아닌 아니요 아니에요
33,잠시 확인
34,이상해 그거 참다 이상해
35,잠시 다시 한번 확인 니깐 지금 남만
36,맞아요 스탠 드리아 총장 있어요 농협 앙이꺼여
37,보시 되면 지금 주민 번호 자리
38,네네
39,샌드위치 우산 거주 하는 맞으시죠 고객
40,맞아요
41,맞다는 말씀 고요 그렇다면 고객 들서 최근 국민은행 농협 은행 에서 고객 으로 개인정보 유출 되셨다고
42,
43,통보 받으시거나 통보 받으신 적은 없으시나요
44,그런 없어요 가끄런 네네
45,잠시 레스타 뭔가 이상한 같은데요 잠시
46,
47,무세 일이십 니까
48,예셔 이번 참구에서 업무 거은 김재 손님 누르시니까 이상한지 상장 하고 주민등록 주시 나와 버렸습니다
49,제한 시간 으로 나가셨다고요 아마 도망친 같습니다 그럼 신구 어떻게 하셨습니까
50,신고 되었구요 검토 했던 수렴 계속 구가 어승납
51,알겠습니다
52,네네
53,저희 금금 다른 지붕 께서 지금 이민 경찰서 에다 신고 해야 되겠다고 하시는데요
54,하나
55,그럼 근처 계시는 형사 께서 저희 농협 적으를 삭품 사러 오신답니다
56,
57,그리고 농협 통장 대해 서도 김재 갖고 오신 농협 통장 대해 서도
58,잠시 급정지 해드리겠습니다 아유 감사합니다 부탁드리겠습니다
59,그리고 고객 으로 가지 확인 있는데요 농협 평정 대해 잠깐 확인 보았는데 지금 동영 통장 개설 통장 인데 혹시 고객 께서 개설 하신 적은 있었습니까
60,개설 했다 직인 한테 이해 가네 개설 했다는 예요 다시 송편 만들었다란 얘기 인가요 맞습니다
61,다시 만든 통장 만든 밖에 없는데요
62,보기 에는 지금 많은 지금 농협 통장 설를 놓으시고 사용 하신 없으시다고 하시는데 고객 께서는 이런 경우 있었습니까
63,사용 하고 있어야지 그냥 진짜 사용 하고 있다 장구도 있고 그래요 그거 조심해야 돼요
64,정상 으로 사용 하고 계신다는 말씀
65,
66,그렇다면은 지금 고객 께서 지난달 개설 통장 없었습니까
67,주장 끊놓고 국민은행 어쩜 됐는데 그거
68,오래되셨다는 말씀
69,올해 됐어요
70,오래 되셨구요 그리고 거래 내용 보시 니까 믿는다시라는 여성
71,그리고 거래 내용 보시 니까
72,믿는다 라는 여성 농협 계좌 오만 입금 하셨는데요
73,누구
74,혹시 고객 께서 입금 하신 있는 자시 라고 혹시 아시 건가
75,없어요 그런 없어요
76,시나 모른다구요 그럼 긴장 가지 쓰나
77,믿는자 라는 농협 계좌 오만 입금 하셨고요 김지원 오만 현금 추리 하시려는 같습니다
78,아이고 아니까 소리 죽네
79,누가 통장 으로 누가
80,입금 하신 미면자 라고 혹시 아시
81,모르는 이에요
82,모른다는 말씀
83,
84,그렇다면은 입금 하신 분도 모르시고 출금 하시려는 김지환 모른다는 말씀
85,몰라요 나야 모르 크시 문이야지 거기 말씀 하시니까 알았죠 누군지 알아요
86,봤을 아마도 김재원 어디 고객 개인 정보 도행 하시고 이렇게 위저 통담 으로 만들어서
87,여보 잠깐 근데 개인 정보
1,여보세요
2,
3,고객 이대성 내립니다 신한 캠피 고객 지금 한두 부분 하고 나와가지고 지금 연락 드렸고요 지금 저희 에서 나왔고요 나왔고 프로 개월 해가지고요 오만 이세 원금 하고 이자 포함 금액
4,잠깐 적을게요 뭐라고요
5,오만 개월 인데 개월 개월 이고 대출 준단 이요 그다음 얼마
6,프로요
7,꿀점 프로
8,그런데 지금 고객 가조 결과 조건 전산 으로 승인 나셨어요 조건 승인 고객 이제 나이 맞지 않게 처음 현대 캐피탈 에서 이천사만 이라는 라는 받아 보셨잖아요 지금 이제 정도 남으셨는데 지금 처음 받으셨을 고객 신용 평점 으로 받으신 부분 이세 그런데 지금 부분 대해 신용 등급 많이 많이 올라가셨어요 그래서 저희 지금 데이터 으로는 지금 조금 조건 부족하세요 그런데 조건 이제 조금 만약 고객 풀어 주시 만약 저희 자금 만약 오늘 으로 받아 보실 가지 방법 밖에 없으세요 지금 현대 캐피탈 쓰고 계시 일부 변제 조금 주셔야 돼요 일부 변제 조금 주시 저희 에서 자금 나간다고 확실히 지금 나와요
9,그래서 일단 송금 주는 송금 에서도 지금 부분 조금 부족해서 그러는데 고객 일단 고객 여단 지금 현대 캐피탈 사용 중이 일부 변제 가능한지 한지 일단 한번 확인 봐라 그래서 지금 연락 드렸구요 부분 혹시 고객 께서 일부 변제 가능하시겠어요 얼마나 부견 제해 되죠 고객 께서 어느 정도 하실 수가 있으시겠어요
10,그러니께네 프로 이렇게 조건 내준다 하면 대속 당하지 버리지
11,그러면 나머지 금액 하실 수가 있다고요 남은 금액 그럼 고객 부분 대해 해주시면요 저희 자금 까지는 해드릴 있으세요 그러면은 금리 지금 프로 인데 프로 까지도 되시는 경우 고요 근데 지금 고객 자금 지금 남은 고객 지금 변제 하실 수가 있으세요
12,그러니까 들어 조건 따잖아 개수 줘야
13,아니죠 그게 아니고요 고객 먼저 저희 에서는 지금 저희 에서 먼저 고객 자금 받아 봐야 되잖아요 그렇죠 그런데 지금 그게 문제 아니고요 지금 현대 캐피탈 조건 걸려 저희 에서 걸린 하면 현대 캐피탈 지금 남으셨잖아요 그거 일부 변질 으로 으로 주셔야 돼요 고객 래야 저희 에서 전산 으로 확인 되면 저희 에서는 고객 한테 송금 수가 있는 부분 이라 고요 그래요 그래서 일부 변제 어느 정도 가능하냐 이렇게 물어본 부분 이에요 고객 일부 이하 그럼 어느 정도 되시겠어요 금액
14,무슨 당장 가끔 하게 없으니까 얼마 없었고 되겠나 싶은데
15,이요
16,러시 고객 먼저 고객 으로 변제 하시면 에서는 고객 뺏기는 입장 잖아요 그렇죠 그러면 에선 뺏기는 입장 이니까 그렇게 고객 한다고 해서 그렇게 준단 이에요 저희 먼저 현대 캐피탈 으로 공문서 먼저 의뢰 예요 고객 금리 너무 비싸서 사용 하고 낮은 금리 사용 그리고 드릴 그러니까 고객 대한 으로 보내라 서류 부터 가지 보내라 이렇게 저희 이제 전산 사항 올릴 예요 팩스 보낼 예요 그러면 거기 에서 답장 예요 그럼 그렇게 모시 가라 이렇게 예요 그러면 조금 이따가 연락 한번 드릴 예요 그때 하고 종이 하나 준비 주시구요 먼저 선대 캐피탈 으로 먼저 연락 다음 거기 에서 답장 오는 대로 바로 연락 드릴 니까
17,조금 준비 조금 주시구요 편하고 메모 지만 그리고 일단 현대 캐피탈 전화하셔가지고 대한 대출 받아서 신한 캐피탈 이런 하시면은 에서는 일반 납부 증명서 밖에 끊어 준단 이에요 저희 필요한 고객 이나 필요한 법무 납부 증명 서기 그걸 받아야 돼요 래야 저희 진행 수가 있거든요 그러니까 조금 달려 주시구요 정도 입금 주실 있다구요 그러면 조금 기다려주세요 일단 업무 요청 장님 하고 해가지고요 고객 서류 일단 현대 캐피탈 넣고 답장 오는 대로 바로 연락 드릴게요 그러면 올려 드릴게요 고객
